"code";"text";"markdown"
"KarsholtRazowski1996";"Karsholt, O. & Razowski, J. (Eds.), 1996. Lepidoptera of Europe. — Apollo Books, Stenstrup, 380 p. (incl. CD-Rom).";"**Karsholt, O. &amp; Razowski, J.** (Eds.), 1996. *Lepidoptera of Europe*. - Apollo Books, Stenstrup, 380 p. (incl. CD-Rom)."
"KarsholtRiedl1996";"Karsholt, O. & Riedl, T., 1996. Gelechiidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe: 103-122. — Apollo Books, Stenstrup.";"**Karsholt, O. &amp; Riedl, T.**, 1996. Gelechiidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): The Lepidoptera of Europe: 103-122. - Apollo Books, Stenstrup."
"Kasy1973";"Kasy, F., 1973. Beitrag zur Kenntnis der Familie Stathmopodidae Meyrick, 1913 (Lepidoptera, Gelechioidea). — Tijdschrift voor Entomologie 116: 227-299.";"**Kasy, F.**, 1973. Beitrag zur Kenntnis der Familie Stathmopodidae Meyrick, 1913 (Lepidoptera, Gelechioidea). - *Tijdschrift voor Entomologie* **116**: 227-299."
"Kennel19081921";"Kennel, J., 1908-1921. Die Palaearktischen Tortriciden. Eine monographische Darstellung. — Zoologica 21 (54): 1-742, 24 colour plates.";"**Kennel, J.**, 1908-1921. Die Palaearktischen Tortriciden. Eine monographische Darstellung. - *Zoologica* **21** (54): 1-742, 24 colour plates."
"Klimesch1953";"Klimesch, J., 1953. Die an Caryophyllaceen lebenden europäischen Gnorimoschema Busck (=Phthorimaea Meyr.)-Arten. Ein Beitrag zur Kenntnis der Genitalmorphologie der Gelechiiden (Lep.) sowie Beschreibung von zwei neuen Arten 1. Die leucomelanellum-Gruppe. — Zeitschrift der wiener entomologischen Gesellschaft 38: 225-239, 275-282, 311-319.";"**Klimesch, J.**, 1953. Die an Caryophyllaceen lebenden europ&auml;ischen *Gnorimoschema* Busck (=*Phthorimaea* Meyr.)-Arten. Ein Beitrag zur Kenntnis der Genitalmorphologie der Gelechiiden (Lep.) sowie Beschreibung von zwei neuen Arten 1. Die *leucomelanellum*-Gruppe. - *Zeitschrift der wiener entomologischen Gesellschaft* **38**: 225-239, 275-282, 311-319."
"Klimesch1954";"Klimesch, J., 1954. Die an Caryophyllaceen lebenden europäischen Gnorimoschema Busck (=Phthorimaea Meyr.)-Arten. Ein Beitrag zur Kenntnis der Genitalmorphologie der Gelechiiden (Lep.) sowie Beschreibung von zwei neuen Arten 2. Die leucomelanellum-Gruppe (Rest) und die huebneri-Gruppe. — Zeitschrift der wiener entomologischen Gesellschaft 39: 273-288, 335-341, 357-362.";"**Klimesch, J.**, 1954. Die an Caryophyllaceen lebenden europ&auml;ischen *Gnorimoschema* Busck (=*Phthorimaea* Meyr.)-Arten. Ein Beitrag zur Kenntnis der Genitalmorphologie der Gelechiiden (Lep.) sowie Beschreibung von zwei neuen Arten 2. Die *leucomelanellum*-Gruppe (Rest) und die *huebneri*-Gruppe. - *Zeitschrift der wiener entomologischen Gesellschaft* **39**: 273-288, 335-341, 357-362."
"Koch1964";"Koch, M., 1964. Wir bestimmen Schmetterlinge II. Bären, Spinner, Schwärmer und Bohrer Deutschlands (2nd edition). — Naumann Verlag, Radebeul, Berlin, 148 p., 24 colour plates.";"**Koch, M.**, 1964. *Wir bestimmen Schmetterlinge II. B&auml;ren, Spinner, Schw&auml;rmer und Bohrer Deutschlands* (2nd edition). - Naumann Verlag, Radebeul, Berlin, 148 p., 24 colour plates."
"Koch1972";"Koch, M., 1972. Wir bestimmen Schmetterlinge III. Eulen (2nd edition). — Naumann Verlag, Radebeul, 288 p., 24 colour plates.";"**Koch, M.**, 1972. *Wir bestimmen Schmetterlinge III. Eulen (2nd edition)*. - Naumann Verlag, Radebeul, 288 p., 24 colour plates."
"Koch1976";"Koch, M., 1976. Wir bestimmen Schmetterlinge IV. Spanner (2nd edition). — Naumann Verlag, Melsungen, Basel, Wien, 291 p., 20 colour plates.";"**Koch, M.**, 1976. *Wir bestimmen Schmetterlinge IV. Spanner (2nd edition)*. - Naumann Verlag, Melsungen, Basel, Wien, 291 p., 20 colour plates."
"Koster1990";"Koster, J. C., 1990. Het geslacht Ocnerostoma in Nederland (Lepidoptera: Yponomeutidae). — Entomologische Berichten, Amsterdam 50: 149-153.";"**Koster, J. C.**, 1990. Het geslacht *Ocnerostoma* in Nederland (Lepidoptera: Yponomeutidae). - *Entomologische Berichten*, Amsterdam **50**: 149-153."
"Koster1991";"Koster, J. C., 1991. Het geslacht Pancalia in Nederland (Lepidoptera: Cosmopterigidae). — Entomologische Berichten, Amsterdam 51: 101-107.";"**Koster, J. C.**, 1991. Het geslacht *Pancalia* in Nederland (Lepidoptera: Cosmopterigidae). - *Entomologische Berichten*, Amsterdam **51**: 101-107."
"Koster2002a";"Koster, J. C., 2002a. Batrachedridae. In: Emmet, A. M. & Langmaid, J. P. (Eds.): The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae. — Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 204-210].";"**Koster, J. C.**, 2002a. Batrachedridae. In: Emmet, A. M. &amp; Langmaid, J. P. (Eds.): *The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae*. - Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 204-210]."
"Koster2002b";"Koster, J. C., 2002b. Agonoxenidae. In: Emmet, A. M. & Langmaid, J. P. (Eds.): The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae. — Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 211-223].";"**Koster, J. C.**, 2002b. Agonoxenidae. In: Emmet, A. M. &amp; Langmaid, J. P. (Eds.): *The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae*. - Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 211-223]."
"Koster2002c";"Koster, J. C., 2002c. Momphidae. In: Emmet, A. M. & Langmaid, J. P. (Eds.): The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae. — Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 224-254].";"**Koster, J. C.**, 2002c. Momphidae. In: Emmet, A. M. &amp; Langmaid, J. P. (Eds.): *The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae*. - Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 224-254]."
"Koster2002d";"Koster, J. C., 2002d. Cosmopterigidae. In: Emmet, A. M. & Langmaid, J. P. (Eds.): The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae. — Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 255-278].";"**Koster, J. C.**, 2002d. Cosmopterigidae. In: Emmet, A. M. &amp; Langmaid, J. P. (Eds.): *The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae*. - Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 255-278]."
"KosterSinev2003";"Koster, J. C. & Sinev, S. Y., 2003. Microlepidoptera of Europe. Volume 5. Momphidae, Patrachedridae, Stathmopodidae, Agonoxenidae, Cosmopterigidae, Chrysopeleiidae. — Apollo Books, Stenstrup, 387 p., 15 colour plates.";"**Koster, J. C. &amp; Sinev, S. Y.**, 2003. *Microlepidoptera of Europe. Volume 5. Momphidae, Patrachedridae, Stathmopodidae, Agonoxenidae, Cosmopterigidae, Chrysopeleiidae.* - Apollo Books, Stenstrup, 387 p., 15 colour plates."
"Kostrowicki1956";"Kostrowicki, A. S., 1956. Sówki - Noctuidae Wstep i podrodzina Cuculliinae. — Klucze do oznaczania owadów polski 27 (53a): 1-124.";"**Kostrowicki, A. S.**, 1956. S&oacute;wki - Noctuidae Wstep i podrodzina Cuculliinae. - *Klucze do oznaczania owad&oacute;w polski* **27** (53a): 1-124."
"Kostrowicki1959";"Kostrowicki, A. S., 1959. Sówki - Noctuidae Podrodziny Agrotinae, Melicleptriinae. — Klucze do oznaczania owadów polski 27 (53b): 1-145.";"**Kostrowicki, A. S.**, 1959. S&oacute;wki - Noctuidae Podrodziny Agrotinae, Melicleptriinae. - *Klucze do oznaczania owad&oacute;w polski* **27** (53b): 1-145."
"Kostjuk1980";"Kostjuk, Y. O., 1980. Tortricinae. — Fauna Ukraini 15 (10): 1-422. [In Russian].";"**Kostjuk, Y. O.**, 1980. Tortricinae. - *Fauna Ukraini* **15** (10): 1-422. [In Russian]."
"Kozhantshikov1950";"Kozhantshikov, I. V., 1950. Nasekomye Cheshuekrylye 12. Voliyanki (Orgyidae). — Fauna SSSR (N.S.) 42: 1-582 p. [in Russian].";"**Kozhantshikov, I. V.**, 1950. Nasekomye Cheshuekrylye 12. Voliyanki (Orgyidae). - *Fauna SSSR* (N.S.) **42**: 1-582 p. [in Russian]."
"Kozhantshikov1956";"Kozhantshikov, I. V., 1956. Nasekomye Cheshuekrylye 3 (2). Chehlonisyi-Meshechnitsyi (Fam. Psychidae). — Fauna SSSR (N.S.) 62: 1-517 p. [in Russian].";"**Kozhantshikov, I. V.**, 1956. Nasekomye Cheshuekrylye 3 (2). Chehlonisyi-Meshechnitsyi (Fam. Psychidae). - *Fauna SSSR* (N.S.) **62**: 1-517 p. [in Russian]."
"Kristensen1984";"Kistensen, N. P., 1984. Studies on the morphology and systematics of primitive Lepidoptera (Insecta). — Steenstrupia 10: 141-191.";"**Kistensen, N. P.**, 1984. Studies on the morphology and systematics of primitive Lepidoptera (Insecta). - *Steenstrupia*  **10**: 141-191."
"Krzywicki1959";"Krzywicki, M., 1959. Modraszki - Lycaenidae, Wieleny - Erycinidae. — Klucze do oznaczania owadów polski 27 (61-62): 1-64.";"**Krzywicki, M.**, 1959. Modraszki - Lycaenidae, Wieleny - Erycinidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (61-62): 1-64."
"Krzywicki1962";"Krzywicki, M., 1962. Bielinki - Pieridae, Motylowce - Papilionidae. — Klucze do oznaczania owadów polski 27 (65-66): 1-45.";"**Krzywicki, M.**, 1962. Bielinki - Pieridae, Motylowce - Papilionidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (65-66): 1-45."
"Krzywicki1966";"Krzywicki, M., 1966. Oczennice - Satyridae. —Klucze do oznaczania owadów polski 27 (63): 1-41.";"**Krzywicki, M.**, 1966. Oczennice - Satyridae. -*Klucze do oznaczania owad&oacute;w polski ***27** (63): 1-41."
"Krzywicki1968";"Krzywicki, M., 1968. Mieniaki - Apaturidae, Poludnive - Nymphalidae. — Klucze do oznaczania owadów polski 27 (64): 1-63.";"**Krzywicki, M.**, 1968. Mieniaki - Apaturidae, Poludnive - Nymphalidae. - *Klucze do oznaczania owad&oacute;w polski*  **27** (64): 1-63."
"Krzywicki1970";"Krzywicki, M., 1970. Powszelatki - Hesperiidae. — Klucze do oznaczania owadów polski 27 (60): 1-33.";"**Krzywicki, M.**, 1970. Powszelatki - Hesperiidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (60): 1-33."
"Kuchlein1978";"Kuchlein, J. H., 1978. Synopsis of the NW European Microlepidoptera with special reference to the ecology and the taxonomy of the Dutch species 1. Introduction and Pyralidae (Galleriinae). — Zoologische Bijdragen 24: 1-53, 6 pls.";"**Kuchlein, J. H.**, 1978. Synopsis of the NW European Microlepidoptera with special reference to the ecology and the taxonomy of the Dutch species 1. Introduction and Pyralidae (Galleriinae). - *Zoologische Bijdragen* **24**: 1-53, 6 pls."
"KuchleinGielis1982";"Kuchlein, J. H. & Gielis, C., 1982. Pyralidae (tweede gedeelte) Pterophoridae. — Tabellen en verspreidingsatlas van de Nederlandse Microlepidoptera 2: 1-86.";"**Kuchlein, J. H. &amp; Gielis, C.**, 1982. Pyralidae (tweede gedeelte) Pterophoridae. - *Tabellen en verspreidingsatlas van de Nederlandse Microlepidoptera* **2**: 1-86."
"Kuchleinetal1980";"Kuchlein, J. H., Leffef, F. & Kleinpaste, R. H., 1980. Pyralidae (eerste gedeelte). — Tabellen en verspreidingsatlas van de Nederlandse Microlepidoptera 1: 1-77.";"**Kuchlein, J. H., Leffef, F. &amp; Kleinpaste, R. H.**, 1980. Pyralidae (eerste gedeelte). - *Tabellen en verspreidingsatlas van de Nederlandse Microlepidoptera* **1**: 1-77."
"Kuppers1980";"Küppers, P. V., 1980. Untersuchungen zur Taxonomie und Phylogenie der Westpaläarktischen Adelinae (Lepidoptera: Adelidae). — Wissenschaftliche Beiträge Karlsruhe, 497 p.";"**K&uuml;ppers, P. V.**, 1980. Untersuchungen zur Taxonomie und Phylogenie der Westpal&auml;arktischen Adelinae (Lepidoptera: Adelidae). - *Wissenschaftliche Beitr&auml;ge Karlsruhe*, 497 p."
"Kuznetzov1989a";"Kuznetzov, V. I., 1989a. 7. Family Heliozelidae. In: Medvedev, G. S. (Ed.): Lepidoptera I. Keys to the Insects of the European part of the USSR 4. — E. J. Brill, Leiden, New York, København, Köln.";"**Kuznetzov, V. I.**, 1989a. 7. Family Heliozelidae. In: Medvedev, G. S. (Ed.): Lepidoptera I. *Keys to the Insects of the European part of the USSR* **4**. - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln."
"Kuznetzov1989b";"Kuznetzov, V. I., 1989b. 21. Family Tortricidae (Olethreutidae, Cochylidae) - Tortricid Moths. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (1). — E. J. Brill, Leiden, New York, København, Köln, 991 p.";"**Kuznetzov, V. I.**, 1989b. 21. Family Tortricidae (Olethreutidae, Cochylidae) - Tortricid Moths. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (1). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 991 p."
"Kuznetzov1990a";"Kuznetzov, V. I., 1990a. 24. Family Gracillariidae (Lithocolletidae). In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Kuznetzov, V. I.**, 1990a. 24. Family Gracillariidae (Lithocolletidae). In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Kuznetzov1990b";"Kuznetzov, V. I., 1990b. 26. Family Glyphipterigidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Kuznetzov, V. I.**, 1990b. 26. Family Glyphipterigidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Kyrki1990";"Kyrki, J., 1990. Tentative reclassification of holarctic Yponomeutoidea (Lepidoptera). — Nota lepidopterologica 13: 23-42.";"**Kyrki, J.**, 1990. Tentative reclassification of holarctic Yponomeutoidea (Lepidoptera). - *Nota lepidopterologica* **13**: 23-42."
"Lambillion1900";"Lambillion, L.-J., 1900. Catalogue des Lépidoptères de Belgique. — Supplément à la Revue mensuelle de la Société Entomologique Namuroise.";"**Lambillion, L.-J.**, 1900. Catalogue des L&eacute;pidopt&egrave;res de Belgique. - *Suppl&eacute;ment &agrave; la Revue mensuelle de la Soci&eacute;t&eacute; Entomologique Namuroise*."
"Lambillion19031913";"Lambillion, L.-J., 1903-1913. Catalogue des Lépidoptères de Belgique. — Supplément à la Revue mensuelle de la Société Entomologique Namuroise, 464 p.";"**Lambillion, L.-J.**, 1903-1913. Catalogue des L&eacute;pidopt&egrave;res de Belgique. - *Suppl&eacute;ment &agrave; la Revue mensuelle de la Soci&eacute;t&eacute; Entomologique Namuroise*, 464 p."
"Larsen1995b";"Larsen, K., 1995. Oversigt over nye danske ""storsommerfuglearter"" siden udgivelsen af ""Katalog over de danske Sommerfugle"" I 1985. — Entomologiske Meddelelser 63 (4): 85-92.";"**Larsen, K.**, 1995. Oversigt over nye danske ""storsommerfuglearter"" siden udgivelsen af ""Katalog over de danske Sommerfugle"" I 1985. - *Entomologiske Meddelelser* **63** (4): 85-92. "
"LarsenVilhelmsen19861990";"Larsen, K. & Vilhelmsen, F., 1986-1990. De danske viklere (Tortricidae). — Lepidoptera (N. S.) 5: 22-35, 61-71, 98-107, 134-143, 177-187, 226-231, 270-280, 308-328 (16 colour plates).";"**Larsen, K. &amp; Vilhelmsen, F.**, 1986-1990. De danske viklere (Tortricidae). - *Lepidoptera* (N. S.) **5**: 22-35, 61-71, 98-107, 134-143, 177-187, 226-231, 270-280, 308-328 (16 colour plates)."
"LastuvkaLastuvka1995";"Lastuvka, Z. & Lastuvka, A., 1995. An illustrated key to European Sesiidae (Lepidoptera). — Faculty of Agronomy, Mendel University of Agriculture and Forestry, Brno.";"**Lastuvka, Z. &amp; Lastuvka, A.**, 1995. *An illustrated key to European Sesiidae* (Lepidoptera). - Faculty of Agronomy, Mendel University of Agriculture and Forestry, Brno."
"Lempke1976";"Lempke, B. J., 1976a. Caloptilia alchimiella (Scopoli) en Caloptilia robustella Jäckh (Lep., Gracillariidae). — Entomologische Berichten, Amsterdam 36: 26-30.";"**Lempke, B. J.**, 1976a. *Caloptilia alchimiella* (Scopoli) en *Caloptilia robustella* J&auml;ckh (Lep., Gracillariidae). - *Entomologische Berichten*, Amsterdam **36**: 26-30."
"Lempke1976b";"Lempke, B. J., 1976b. Naamlijst van de Nederlandse Lepidoptera. — Koninklijke Nederlandse Natuurhistorische Vereniging, 99 p.";"**Lempke, B. J.**, 1976b. *Naamlijst van de Nederlandse Lepidoptera*. - Koninklijke Nederlandse Natuurhistorische Vereniging, 99 p. "
"LempkeGielis1988";"Lempke, B. J. & Gielis, C., 1988. Het voorkomen in Nederland van Denisia albimaculea, augustella en luctuosella (Lepidoptera: Oecophoridae). — Entomologische Berichten, Amsterdam 48: 52-60.";"**Lempke, B. J. &amp; Gielis, C.**, 1988. Het voorkomen in Nederland van *Denisia albimaculea*, *augustella* en *luctuosella* (Lepidoptera: Oecophoridae). - *Entomologische Berichten*, Amsterdam **48**: 52-60."
"Leraut1980";"Leraut, P., 1980. Liste systématique et synonymique des Lépidoptères de France, Belgique et Corse. — Supplément à Alexanor et au Bulletin de la Société entomologique de France, 334 p.";"**Leraut, P.**, 1980. Liste syst&eacute;matique et synonymique des L&eacute;pidopt&egrave;res de France, Belgique et Corse. - Suppl&eacute;ment &agrave; *Alexanor* et au *Bulletin de la Soci&eacute;t&eacute; entomologique de France*, 334 p."
"Leraut1984";"Leraut, P., 1984. Quelques données sur le genre Pancalia Stephens en France (Lep. Cosmopterigidae). — Entomologica gallica 1: 215-219.";"**Leraut, P.**, 1984. Quelques donn&eacute;es sur le genre *Pancalia* Stephens en France (Lep. Cosmopterigidae). - *Entomologica gallica* **1**: 215-219."
"Leraut1989";"Leraut, P., 1989. Contribution à l'étude des Oecophoridae (s. l.) 1. Révision de quelques types d'espèces traditionellement associées aux genres Borkhausenia Hübner et Schiffermuelleria Hübner, et description d'une espèce et de deux genres nouveaux (Lep. Gelechioidea). — Alexanor 16: 95-113.";"**Leraut, P.**, 1989. Contribution &agrave; l'&eacute;tude des Oecophoridae (s. l.) 1. R&eacute;vision de quelques types d'esp&egrave;ces traditionellement associ&eacute;es aux genres *Borkhausenia* H&uuml;bner et *Schiffermuelleria* H&uuml;bner, et description d'une esp&egrave;ce et de deux genres nouveaux (Lep. Gelechioidea). - *Alexanor*  **16**: 95-113."
"Leraut1993";"Leraut, P., 1993. Création d'un nouveau genre de Tischeriidae (Lepidoptera). — Entomologica gallica 4: 64-65.";"**Leraut, P.**, 1993. Cr&eacute;ation d'un nouveau genre de Tischeriidae (Lepidoptera). - *Entomologica gallica* **4**: 64-65."
"Lvovsky1990";"Lvovsky, A. L., 1990. 43. Family Oecophoridae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Lvovsky, A. L.**, 1990. 43. Family Oecophoridae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Lvovsky1996";"Lvovsky, A. L., 1996. Chimabachidae, Oecophoridae, Amphisbatidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe: 78-83, 100-101. — Apollo Books, Stenstrup.";"**Lvovsky, A. L.**, 1996. Chimabachidae, Oecophoridae, Amphisbatidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe*: 78-83, 100-101. - Apollo Books, Stenstrup."
"Marion19541957";"Marion, H., 1954-1957. Révision des Pyraustidae de la faune française. — Revue française de Lépidoptérologie 14: 123-128, 132, pl. 1, 181-188, 221-227";"**Marion, H.**, 1954-1957. R&eacute;vision des Pyraustidae de la faune fran&ccedil;aise. - *Revue fran&ccedil;aise de L&eacute;pidopt&eacute;rologie* **14**: 123-128, 132, pl. 1, 181-188, 221-227; 15: 41-58, pl. A-B; 16: 60-63."
"Marion19591976";"Marion, H., 1959-1976. Révision des Pyraustidae de France. — Alexanor 1: 15-22, pl. 1, C, 103-110, pl. D, 175, 182, pl. E";"**Marion, H.**, 1959-1976. R&eacute;vision des Pyraustidae de France. - *Alexanor* **1**: 15-22, pl. 1, C, 103-110, pl. D, 175, 182, pl. E; **2**: 11-18, pl. 1, F, 83-90, pl. G-H, 173-180, pl. I, 297-304, pl. 9, J-K; **4**: 329-336, pl. L-M, 365-372; **8**: 71-78, pl. 4-5, N-O, 129-136, pl. 6, P-Q, 177-184, pl. R-S; **9**: 209-219, pl. 11, T-U, 338-344."
"Martin1997";"Martin, M. O., 1997. Family Pyralidae - Pyralid Moths. In: Skarlato, O. A. (Ed.): Keys to the Fauna of the USSR 4 (3), St. Petersburg, 310-588 p.";"**Martin, M. O.**, 1997. Family Pyralidae - Pyralid Moths. In: Skarlato, O. A. (Ed.): *Keys to the Fauna of the USSR* **4** (3), St. Petersburg, 310-588 p."
"Miller1991";"Miller, J. S., 1991. Cladistics and classification of the Notodontidae (Lepidoptera: Noctuoidea) based on larval and adult morphology. — Bulletin of the American Museum of Natural History 204: 1-230.";"**Miller, J. S.**, 1991. Cladistics and classification of the Notodontidae (Lepidoptera: Noctuoidea) based on larval and adult morphology. - *Bulletin of the American Museum of Natural History* **204**: 1-230."
"Mironov2003";"Mironov, V., 2003. The Geometrid Moths of Europe. Volume 4. Larentiinae II (Perizomini and Eupitheciini). — Apollo Books, Stenstrup, 463 pp., 16 colour plates.";"**Mironov, V.**, 2003. *The Geometrid Moths of Europe. Volume * **4***. Larentiinae II (Perizomini and Eupitheciini)*. - Apollo Books, Stenstrup, 463 pp., 16 colour plates. "
"Muller1996";"Müller, B., 1996. Geometridae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe. A distributional Checklist: 218-249. — Apollo Books, Stenstrup.";"**M&uuml;ller, B.**, 1996. Geometridae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe. A distributional Checklist*: 218-249. - Apollo Books, Stenstrup."
"Naumannetal1999";"Naumann, C. M., Tarmann, G. M. & Tremewan, W. G., 1999. The Western Palaearctic Zygaenidae. — Apollo Books, Stenstrup, 304 pp., 12 colour plates.";"**Naumann, C. M., Tarmann, G. M. &amp; Tremewan, W. G.**, 1999. *The Western Palaearctic Zygaenidae*. - Apollo Books, Stenstrup, 304 pp., 12 colour plates."
"Niculescu1962";"Niculescu, E. V., 1962. Insecta Lepidoptera. Fam. Papilionidae (Fluturi). — Fauna Republicii Socialiste Romîne 11 (5): 1-105, pls. 1-9 (1-5 coloured).";"**Niculescu, E. V.**, 1962. Insecta Lepidoptera. Fam. Papilionidae (Fluturi). - *Fauna Republicii Socialiste Rom&icirc;ne* **11** (5): 1-105, pls. 1-9 (1-5 coloured)."
"Niculescu1963";"Niculescu, E. V., 1963. Insecta Lepidoptera. Fam. Pieridae (Fluturi). — Fauna Republicii Socialiste Romîne 11 (6): 1-202, pls 1-13.";"**Niculescu, E. V.**, 1963. Insecta Lepidoptera. Fam. Pieridae (Fluturi). - *Fauna Republicii Socialiste Rom&icirc;ne* **11** (6): 1-202, pls 1-13."
"Niculescu1965";"Niculescu, E. V., 1965. Insecta. Familia Nymphalidae. — Fauna Republicii Socialiste Romîne 11 (7): 1-361, pls 1-25.";"**Niculescu, E. V.**, 1965. Insecta. Familia Nymphalidae. - *Fauna Republicii Socialiste Rom&icirc;ne* **11** (7): 1-361, pls 1-25."
"Nielsen1985";"Nielsen, E. S., 1985. A taxonomic review of the adelid genus Nematopogon Zeller (Lepidoptera: Incurvarioidea). — Entomologica scandinavica Supplement 25: 1-66.";"**Nielsen, E. S.**, 1985. A taxonomic review of the adelid genus *Nematopogon* Zeller (Lepidoptera: Incurvarioidea). - *Entomologica scandinavica Supplement* **25**: 1-66."
"Nowacki1998";"Nowacki, J., 1998. The Noctuids (Lepidoptera, Noctuidae) of Central Europe. — Frantisek Slamka, Bratislava, 51 pp., 65 plates (24 in colour).";"**Nowacki, J.**, 1998. *The Noctuids (Lepidoptera, Noctuidae) of Central Europe.* - Frantisek Slamka, Bratislava, 51 pp., 65 plates (24 in colour)."
"NowackiFibiger1996";"Nowacki, J. & Fibiger, M., 1996. Noctuidae, Nolidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe. A distributional checklist: 251-293, 294-296. — Apollo Books, Stenstrup.";"**Nowacki, J. &amp; Fibiger, M.**, 1996. Noctuidae, Nolidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe. A distributional checklist*: 251-293, 294-296. - Apollo Books, Stenstrup."
"Obraztsov1953a";"Obraztsov, N. S., 1953a. Classification of holarctic species of the genus Lobesia Guenée, with description of Paralobesia gen. nov. (Lepidoptera, Tortricidae). — Tijdschrift voor Entomologie 96: 85-94.";"**Obraztsov, N. S.**, 1953a. Classification of holarctic species of the genus *Lobesia* Guen&eacute;e, with description of *Paralobesia* gen. nov. (Lepidoptera, Tortricidae). - *Tijdschrift voor Entomologie* **96**: 85-94."
"Obraztsov1953b";"Obraztsov, N. S., 1953b. Systematische Aufstellung und Bemerkungen über die paläarktischen Arten der Gattung Dichrorampha Gn. (Lepidoptera, Tortricidae). — Mitteilungen der münchner entomologischen Gesellschaft 43: 10-101.";"**Obraztsov, N. S.**, 1953b. Systematische Aufstellung und Bemerkungen &uuml;ber die pal&auml;arktischen Arten der Gattung *Dichrorampha* Gn. (Lepidoptera, Tortricidae). - *Mitteilungen der m&uuml;nchner entomologischen Gesellschaft* **43**: 10-101."
"Obraztsov19541957";"Obraztsov, N. S., 1954-1957. Die Gattungen der palaearktischen Tortricidae 1. Allgemeine Aufteilung der Familie und die Unterfamilien Tortricinae und Sparganothinae. — Tijdschrift voor Entomologie 97: 141-231";"**Obraztsov, N. S.**, 1954-1957. Die Gattungen der palaearktischen Tortricidae 1. Allgemeine Aufteilung der Familie und die Unterfamilien Tortricinae und Sparganothinae. - *Tijdschrift voor Entomologie* **97**: 141-231; **98**: 147-228; **99**: 107-154; **100**: 309-347."
